1,035$a,074$a,086$a,264$c,856,955$b,245$a,245$b
1114339,(OCoLC)1139345064,0807-A-07 (online),LC 14.23:RL 34705/,-2018,https://purl.fdlp.gov/GPO/gpo131651;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL34705,20200205,Estimating offset supply in a cap-and-trade program /,
1114341,(OCoLC)1139345513,0646-R (online),I 29.89:2010/202,2010,https://purl.fdlp.gov/GPO/gpo131869;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/425357,20200205,Salmonid monitoring protocol for the San Francisco Area Network /,
1114361,(OCoLC)971498399,0624-B-05 (online),I 19.42/4:80-102,1981,https://purl.fdlp.gov/GPO/gpo131614;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0102/report.pdf,20200206,"Relation between freshwater flow and salinity distributions in the Alafia River, Bullfrog Creek, and Hillsborough Bay, Florida /",
1114369,(OCoLC)985370719,0624-B-05 (online),I 19.42/4:77-128,1978,https://purl.fdlp.gov/GPO/gpo131620;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0128/report.pdf,20200206,"Reaeration capacity of the Rock River between Lake Koshkonong, Wisconsin and Rockton, Illinois /",
1114371,(OCoLC)985370732,0624-B-05 (online),I 19.42/4:80-19,1980,https://purl.fdlp.gov/GPO/gpo131621;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0019/report.pdf,20200206,Comparison of tracer methods and predictive equations for determination of stream-reaeration coefficients on three small streams in Wisconsin /,
1114376,(OCoLC)985370720,0624-B-05 (online),I 19.42/4:78-77,1981,https://purl.fdlp.gov/GPO/gpo131626;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0077/report.pdf,20200206,"Computer modeling of ground-water availability in the Pootatuck River Valley, Newtown, Connecticut /",
1114377,(OCoLC)1139520574,0646-R (online),I 29.89:2010/175,2010,https://purl.fdlp.gov/GPO/gpo131886;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/152598,20200206,Long term monitoring of glaciers at Mount Rainier National Park /,
1114379,(OCoLC)985370630,0624-B-05 (online),I 19.42/4:80-5,1980,https://purl.fdlp.gov/GPO/gpo131629;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0005/report.pdf,20200206,"Water quality of Rogers Lake, Dakota County, Minnesota /",
1114388,(OCoLC)985370683,0624-B-05 (online),I 19.42/4:78-85,1978,https://purl.fdlp.gov/GPO/gpo131631;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri7885,20200206,"Low-flow characteristics of streams in the Rock-Fox River Basin, Wisconsin /",
1114390,(OCoLC)985370686,0624-B-05 (online),I 19.42/4:77-78,1978,https://purl.fdlp.gov/GPO/gpo131633;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0078/report.pdf,20200206,"Geohydrologic evaluation of a landfill in a coastal area, St. Petersburg, Florida /",
1114405,(OCoLC)1139530007,0208-C-23 (online),C 55.13/2:NMFS-F/SPO-199,2019,https://purl.fdlp.gov/GPO/gpo131531;Address at time of PURL creationhttps://spo.nmfs.noaa.gov/sites/default/files/TMSPO199_0.pdf,20200206,Machine learning to improve marine science for the sustainability of living ocean resources :,report from the 2019 Norway-U.S. Workshop /
1114416,(OCoLC)1139537613,0807-A-07 (online),LC 14.23:RL 33986/,-2019,https://purl.fdlp.gov/GPO/gpo131394;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL33986,20200206,FDA's authority to ensure that drugs prescribed to children are safe and effective /,
1114437,(OCoLC)1139563587,0996-F (online),Y 1.1/7:115-165,2018,https://purl.fdlp.gov/GPO/gpo131926;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CDOC-115hdoc165/pdf/CDOC-115hdoc165.pdf,20200206,"St. Lucie County, Florida coastal storm risk management project, final integrated feasibility study and environmental assessment, August 2017 :","communication from the Assistant Secretary of the Army, Civil Works, Department of Defense, transmitting the Corps' report on St. Lucie County, Florida, coastal storm risk management project, final integrated feasibility study and environmental assessment for August 2017."
1114439,(OCoLC)985370682,0624-B-05 (online),I 19.42/4:79-50,1979,https://purl.fdlp.gov/GPO/gpo131637;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0050/report.pdf,20200207,"Chemical, physical, and radiological quality of selected public water supplies in Florida, November 1977-February 1978 /",
1114440,(OCoLC)1139700730,0646-R (online),I 29.89:2010/240;I 29.89:2010/241,2010,https://purl.fdlp.gov/GPO/gpo131917;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/418620,20200207,"Climate monitoring protocol for the North Coast and Cascades Network (Mount Rainier National Park, Olympic National Park, North Cascades National Park, Lewis and Clark National Historical Park, Ebey's Landing National Historical Reserve, San Juan Island National Historical Park, Fort Vancouver National Historic Site) /",
1114441,(OCoLC)985370524,0624-B-05 (online),I 19.42/4:78-107,1978,https://purl.fdlp.gov/GPO/gpo131645;Address at time of PURL creationhttps://archive.usgs.gov/archive/sites/sofia.usgs.gov/publications/wri/78-107/Biscayne_aquifer.pdf,20200207,"Biscayne aquifer, southeast Florida /",
1114442,(OCoLC)985370614,0624-B-05 (online),I 19.42/4:80-48,1980,https://purl.fdlp.gov/GPO/gpo131646;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0048/WRIR80-48.pdf,20200207,"Distribution of nitrate in the unsaturated zone, Highland-East Highlands area, San Bernardino County, California /",
1114444,(OCoLC)985370631,0624-B-05 (online),I 19.42/4:78-117,1979,https://purl.fdlp.gov/GPO/gpo131648;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri78117,20200207,"Geohydrology of Brooks, Lowndes, and western Echols Counties, Georgia /",
1114450,(OCoLC)985370722,0624-B-05 (online),I 19.42/4:78-141,1979,https://purl.fdlp.gov/GPO/gpo131870;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0141/report.pdf,20200207,"Floods in Puerto Rico, magnitude and frequency /",
1114454,(OCoLC)985370755,0624-B-05 (online),I 19.42/4:78-13,1978,https://purl.fdlp.gov/GPO/gpo131871;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0013/report.pdf,20200207,"An analysis of stream temperatures, Green River Basin, Wyoming /",
1114456,(OCoLC)1139709037,0646-R (online),I 29.89:2010/187,2010,https://purl.fdlp.gov/GPO/gpo131942;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/152165,20200207,Klamath Network landbird monitoring protocol /,
1114457,(OCoLC)985370685,0624-B-05 (online),I 19.42/4:78-12,1978,https://purl.fdlp.gov/GPO/gpo131876;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0012/report.pdf,20200207,"Regional analysis of the effects of land use on stream-water quality, methodology and application in the Susquehanna River Basin, Pennsylvania and New York /",
1114460,(OCoLC)985370613,0624-B-05 (online),I 19.42/4:78-88,1978,https://purl.fdlp.gov/GPO/gpo131654;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0088/report.pdf,20200207,Interpretation of well logs in a carbonate aquifer /,
1114462,(OCoLC)985370916,0624-B-05 (online),I 19.42/4:80-23,1980,https://purl.fdlp.gov/GPO/gpo131656;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0023/report.pdf,20200207,"The effects of using ground water to maintain water levels of Cedar Lake, Wisconsin /",
1114464,(OCoLC)971499191,0624-B-05 (online),I 19.42/4:78-36,1978,https://purl.fdlp.gov/GPO/gpo131674;Address at time of PURL creationhttps://archive.usgs.gov/archive/sites/sofia.usgs.gov/publications/wri/78-36/wri78-36.pdf,20200207,"Effects of bottom sediments on infiltration from the Miami and tributary canals to the Biscayne aquifer, Dade County, Florida /",
1114466,(OCoLC)971499217,0624-B-05 (online),I 19.42/4:78-8,1978,https://purl.fdlp.gov/GPO/gpo131675;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0008/report.pdf,20200207,"Flood profiles for Cypress Creek, west-central Florida /",
1114469,(OCoLC)985370632,0624-B-05 (online),I 19.42/4:78-57,1978,https://purl.fdlp.gov/GPO/gpo131676;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0057/report.pdf,20200207,"Flood profiles for Peace River, south-central Florida /",
1114549,(OCoLC)1140071505,1009-E (online),Y 4.2:C 61/C 61/7,2020,https://purl.fdlp.gov/GPO/gpo131980;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg38473/pdf/CHRG-116hhrg38473.pdf,20200210,Solving the climate crisis :,"reducing industrial emissions through U.S. innovation : hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held September 26, 2019."
1114592,(OCoLC)1140073354,0646-R (online),I 29.89:2010/272,2010,http://purl.fdlp.gov/GPO/gpo131995;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/421025,20200210,Strategy for enhanced monitoring of natural resource condition in North Atlantic Coastal parks to address the effects of rapid climate change /,
1114602,(OCoLC)1140074086,0646-R (online),I 29.89:2010/179,2010,http://purl.fdlp.gov/GPO/gpo132001;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/153808,20200210,Mammal and herpetological inventories of Nez Perce National Historical Park 2002: Upper Columbia Basin Network /,
1114606,(OCoLC)1140074096,0646-R (online),I 29.89:2010/228,2010,http://purl.fdlp.gov/GPO/gpo132003;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376405,20200210,A natural resource condition assessment for Rocky Mountain National Park /,
1114615,(OCoLC)1140074758,1040-C (online),Y 4.EN 2:S.HRG.115-518,2020,https://purl.fdlp.gov/GPO/gpo132010;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-115shrg30615/pdf/CHRG-115shrg30615.pdf,20200210,Oversight of the Federal Energy Regulatory Commission :,"hearing before the Committee on Energy and Natural Resources, United States Senate, One Hundred Fifteenth Congress, second session, June 12, 2018."
1114619,(OCoLC)1039870357,0646-R (online),I 29.89:2010/275,2010,https://purl.fdlp.gov/GPO/gpo132015;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/421231,20200210,Protocol for monitoring brown bears: Southwest Alaska Inventory and Monitoring Network /,
1114630,(OCoLC)1140076120,0646-R (online),I 29.89:2011/348,2011,https://purl.fdlp.gov/GPO/gpo132029;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/427949,20200210,"Long-term monitoring protocol for Rocky Intertidal communities of Golden Gate National Recreation Area and Point Reyes National Seashore, California /",
1114645,(OCoLC)1140076441,0646-R (online),I 29.89:2011/425,2011,https://purl.fdlp.gov/GPO/gpo82514;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/431960,20200210,George Washington Carver National Monument natural resource condition assessment /,
1114647,(OCoLC)1140098382,0646-R (online),I 29.89:2011/426,2011,https://purl.fdlp.gov/GPO/gpo82515;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/431968,20200210,Pea Ridge National Military Park natural resource condition assessment /,
1114649,(OCoLC)870655408,0624-B-05 (online),I 19.42/4:78-51,[1978],https://purl.fdlp.gov/GPO/gpo131681;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri7851,20200211,"Physiography and superficial geology of the copper-nickel study region, northeastern Minnesota /",
1114652,(OCoLC)963251364,0624-B-05 (online),I 19.42/4:79-100,1979,https://purl.fdlp.gov/GPO/gpo131678;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0100/report.pdf,20200211,"Monthly and annual budgets of Lake Wingra, Madison, Wisconsin, 1972-77 /",
1114656,(OCoLC)985370664,0624-B-05 (online),I 19.42/4:80-3,1980,https://purl.fdlp.gov/GPO/gpo131682;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0003/report.pdf,20200211,"Baseline water quality of Schmidt, Hornbeam, and Horseshore Lakes, Dakota County, Minnesota /",
1114658,(OCoLC)985370609,0624-B-05 (online),I 19.42/4:79-48,1979,https://purl.fdlp.gov/GPO/gpo131684;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0048/report.pdf,20200211,"A facility designed to monitor the unsaturated zone during infiltration of tertiary-treated sewage, Long Island, New York /",
1114660,(OCoLC)985370731,0624-B-05 (online),I 19.42/4:78-68,1978,https://purl.fdlp.gov/GPO/gpo131696;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0068/report.pdf,20200211,Comparison of the radioactive and modified techniques for measurement of stream reaeration coefficients /,
1114662,(OCoLC)985370754,0624-B-05 (online),I 19.42/4:80-58,1980,https://purl.fdlp.gov/GPO/gpo131697;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0058/report.pdf,20200211,"Effects of the rate of releases from Sam Rayburn Reservoir on the aeration capacity of the Angelina River, eastern Texas /",
1114668,(OCoLC)985370679,0624-B-05 (online),I 19.42/4:80-14,1980,https://purl.fdlp.gov/GPO/gpo131699;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0014/report.pdf,20200211,"A comparison of analog and digital modeling techniques for simulating three-dimensional ground-water flow on Long Island, New York /",
1114673,(OCoLC)985370743,0624-B-05 (online),I 19.42/4:78-79,1978,https://purl.fdlp.gov/GPO/gpo131700;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0079/report.pdf,20200211,Model evaluation of the hydrogeology of the Cypress Creek well field in West-Central Florida /,
1114675,(OCoLC)971500590,0624-B-05 (online),I 19.42/4:78-74,1978,https://purl.fdlp.gov/GPO/gpo131703;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0074/report.pdf,20200211,"Preliminary evaluation of the water-supply potential of the spring-river system in the Weeki Wachee area and the Lower Withlacoochee River, west-central Florida /",
1114678,(OCoLC)985370533,0624-B-05 (online),I 19.42/4:78-100,1979,https://purl.fdlp.gov/GPO/gpo131709;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0100/report.pdf,20200211,"Flood profiles of the Pithlachascotee River, west-central Florida /",
1114742,(OCoLC)1140348351,0646-R (online),I 29.89:2010/263,2010,http://purl.fdlp.gov/GPO/gpo132118;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/420112,20200212,Mammalian diversity in nineteen southeast coast network parks /,
1114743,(OCoLC)1138013165,0483-E-22 (online),EP 4.52:AS 7/2/DRAFT/2019,2019,https://purl.fdlp.gov/GPO/gpo131976;Address at time of PURL creationhttps://nepis.epa.gov/Exe/ZyPDF.cgi/P100XUW8.PDF?Dockey=P100XUW8.PDF,20200212,Policy assessment for the review of the Ozone National Ambient Air Quality Standards :,external review draft.
1114744,(OCoLC)985370484,0624-B-05 (online),I 19.42/4:79-95,1979,https://purl.fdlp.gov/GPO/gpo131638;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0095/report.pdf,20200212,"Hydrology and water quality in the Nederlo Creek Basin, Wisconsin, before construction of two water-retention structures /",
1114745,(OCoLC)1140348879,0646-R (online),I 29.89:2010/258,2010,http://purl.fdlp.gov/GPO/gpo132119;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/419776,20200212,Water resources information and issues overview report: Bent's Old Fort National Historic Site /,
1114747,(OCoLC)1140348840,0646-R (online),I 29.89:2010/213,2010,http://purl.fdlp.gov/GPO/gpo132120;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/425373,20200212,"Assessment of riparian-wetland conditions and recommendations for management: Pueblo Colorado Wash, Hubbell Trading Post National Historic Site, Arizona /",
1114752,(OCoLC)985370730,0624-B-05 (online),I 19.42/4:80-36,1980,https://purl.fdlp.gov/GPO/gpo132075;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0036/report.pdf,20200212,"Water quality of the Neuse River, North Carolina :","variability, pollution loads, and long-term trends /"
1114755,(OCoLC)985370483,0624-B-05 (online),I 19.42/4:79-9,1979,https://purl.fdlp.gov/GPO/gpo131632;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri799,20200212,"Low-flow characteristics of streams in the Trempealeau-Black River basin, Wisconsin /",
1114759,(OCoLC)971499193,0624-B-05 (online),I 19.42/4:78-17,1978,https://purl.fdlp.gov/GPO/gpo132085;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0017/report.pdf,20200212,"Source, use, and disposition of water in Florida, 1975 /",
1114761,(OCoLC)1140350890,0646-R (online),I 29.89:2010/171,2010,http://purl.fdlp.gov/GPO/gpo132129;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376371,20200212,Variance and power for trend assessment of pilot data :,"integrated upland monitoring, Canyonlands National Park /"
1114763,(OCoLC)985370691,0624-B-05 (online),I 19.42/4:78-119,1979,https://purl.fdlp.gov/GPO/gpo132090;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0119/report.pdf,20200212,"Application of transient-flow model to the Sacramento River at Sacramento, California /",
1114769,(OCoLC)1140384805,0646-R (online),I 29.89:2011/427,2011,http://purl.fdlp.gov/GPO/gpo82517;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/435158,20200212,Wilson's Creek National Battlefield natural resource condition assessment /,
1114771,(OCoLC)1140385614,1009-E (online),Y 4.2:C 61/C 61/8,2020,https://purl.fdlp.gov/GPO/gpo132135;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg39375/pdf/CHRG-116hhrg39375.pdf,20200212,Solving the climate crisis :,"natural solutions to cutting pollution and building resilience : hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held October 22, 2019."
1114772,(OCoLC)985370626,0624-B-05 (online),I 19.42/4:77-121,1978,https://purl.fdlp.gov/GPO/gpo132098;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0121/report.pdf,20200212,Nitrification in four acidic streams in southern New Jersey /,
1114776,(OCoLC)971499231,0624-B-05 (online),I 19.42/4:78-54,1979,https://purl.fdlp.gov/GPO/gpo132104;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0054/report.pdf,20200212,Evaluation of a digital model for estuarine water quality simulation in waste allocation studies /,
1114778,(OCoLC)985370651,0624-B-05 (online),I 19.42/4:77-77,1978,https://purl.fdlp.gov/GPO/gpo132109;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0077/report.pdf,20200212,"Hydrogeologic conditions in the town of Shelter Island, Suffolk County, Long Island, New York /",
1114793,(OCoLC)1140391466,0646-R (online),I 29.89:2011/285,2011,https://purl.fdlp.gov/GPO/gpo132144;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/423640,20200212,Enhanced monitoring to better address rapid climate change in high-elevation parks: a multi-network strategy /,
1114794,(OCoLC)1140398693,0646-R (online),I 29.89:2011/284,2011,https://purl.fdlp.gov/GPO/gpo132160;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/423661,20200212,Enhanced monitoring to better address rapid climate change in southwest desert parks: a multi-network strategy /,
1114800,(OCoLC)1140399254,0646-R (online),I 29.89:2011/473,2011,https://purl.fdlp.gov/GPO/gpo132163;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/442424,20200212,Kennesaw Mountain National Battlefield Park :,a case study of the potential impacts of neighboring land use patterns on local ecosystems within protected federal lands /
1114805,(OCoLC)1140400014,0646-R (online),I 29.89:2011/468,2011,https://purl.fdlp.gov/GPO/gpo132164;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/441522,20200212,"Pacific Islands stream monitoring protocol: fish, shrimp, snails, and habitat characterization: Pacific Island Network /",
1114817,(OCoLC)682148328,0624-B (online),I 19.42/4:92-4109/998,1998,https://purl.fdlp.gov/GPO/gpo132169;Address at time of PURL creationhttp://pubs.er.usgs.gov/publication/wri924109,20200212,"Hydrology and quality of ground water in northern Thurston County, Washington /",
1114827,(OCoLC)1140402168,0807-A-10 (online),LC 14.25:LSB 10169/,-2018,https://purl.fdlp.gov/GPO/gpo132175;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=LSB10169,20200212,Supreme Court directs state court to decide whether Indian tribe can invoke sovereign immunity in property dispute /,
1114830,(OCoLC)985370725,0624-B-05 (online),I 19.42/4:80-33,1980,https://purl.fdlp.gov/GPO/gpo131707;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0033/report.pdf,20200213,"Ground-water hydrology of the Dade City area, Pasco County, Florida :",with emphasis on the hydrologic effects of pumping from the Floridan aquifer /
1114831,(OCoLC)985370649,0624-B-05 (online),I 19.42/4:79-74,1979,https://purl.fdlp.gov/GPO/gpo131711;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0074/report.pdf,20200213,"Use of the STORM model for estimating the quantity and quality of runoff from the metropolitan area of Houston, Texas /",
1114832,(OCoLC)963251391,0624-B-05 (online),I 19.42/4:78-42,1978,https://purl.fdlp.gov/GPO/gpo131713;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0042/report.pdf,20200213,"Postimpoundment survey of water-quality characteristics of Raystown Lake, Huntingdon and Bedford Counties, Pennsylvania /",
1114838,(OCoLC)971498392,0624-B-05 (online),I 19.42/4:80-99,1980,https://purl.fdlp.gov/GPO/gpo131716;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0099/report.pdf,20200213,"Hydrologic setting of wetlands in the Cottonwood Lake area, Stutsman County, North Dakota /",
1114845,(OCoLC)971498215,0624-B-05 (online),I 19.42/4:78-26,1978,https://purl.fdlp.gov/GPO/gpo131721;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0026/report.pdf,20200213,"Feasibility of water-supply development from the unconfined aquifer in Charlotte County, Florida /",
1114854,(OCoLC)681203901,0624-B-05 (online),I 19.42/4:80-117,1981,https://purl.fdlp.gov/GPO/gpo131722;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0117/report.pdf,20200213,Flow routing in the Susquehanna River Basin.,
1114861,(OCoLC)1140447322,0646-R (online),I 29.89:2011/391,2011,http://purl.fdlp.gov/GPO/gpo132196;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/428462,20200213,SOP for monitoring black oystercatchers: Southwest Alaska Inventory and Monitoring Network /,
1114865,(OCoLC)1140485805,0646-R (online),I 29.89:2011/393,2011,http://purl.fdlp.gov/GPO/gpo132199;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/428467,20200213,SOP for conducting sea otter aerial surveys: Southwest Alaska Inventory and Monitoring Network /,
1114870,(OCoLC)1140484970,0646-R (online),I 29.89:2011/394,2011,http://purl.fdlp.gov/GPO/gpo132200;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/428470,20200213,SOP for collecting sea otter forage data: Southwest Alaska Inventory and Monitoring Network /,
1114873,(OCoLC)1140505173,0646-R (online),I 29.89:2011/392,2011,http://purl.fdlp.gov/GPO/gpo132201;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/428463,20200213,SOP for conducting marine bird and mammal surveys: Southwest Alaska Inventory and Monitoring Network /,
1114875,(OCoLC)985370729,0624-B-05 (online),I 19.42/4:77-131,1978,https://purl.fdlp.gov/GPO/gpo132197;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0131/report.pdf,20200213,"Geohydrologic data from the Jemez Mountains and vicinity, north-central New Mexico /",
1114883,(OCoLC)1140507478,0208-C-20 (online),C 55.13/2:NMFS-SEFSC-348,1994,https://purl.fdlp.gov/GPO/gpo132203;Address at time of PURL creationftp://ftp.library.noaa.gov/noaa_documents.lib/NMFS/SEFSC/TM_NMFS_SEFSC/NMFS_SEFSC_TM_348.pdf,20200213,"Mercury bioaccumulation in finfish and shellfish from Lavaca Bay, Texas, descriptive models and annotated bibliography /",
1114911,(OCoLC)1140510460,0646-R (online),I 29.89:2011/460,2011,https://purl.fdlp.gov/GPO/gpo132167;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/436618,20200213,Aquatic macroinvertebrate monitoring protocol for the Southern Colorado plateau network /,
1114923,(OCoLC)1142188630,0431-J-87 (online),EP 1.1/25:,,https://purl.fdlp.gov/GPO/gpo132411;Address at time of PURL creationhttps://www.epa.gov/sites/production/files/2020-02/documents/hq_2019_year_in_review.pdf,20200228,EPA year in review.,
1114933,(OCoLC)1140511856,0646-R (online),I 29.89:2011/421,2011,https://purl.fdlp.gov/GPO/gpo132225;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/430121,20200213,Marine fish monitoring protocol: Pacific Islands Network /,
1114934,(OCoLC)1140512352,0646-R (online),I 29.89:2011/339,2011,https://purl.fdlp.gov/GPO/gpo132226;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/427176,20200213,Pacific Islands Network benthic marine community monitoring protocol /,
1114970,(OCoLC)1140644299,0646-R (online),I 29.89:2011/405,2011,https://purl.fdlp.gov/GPO/gpo132241;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/429334,20200214,"Assateague Island National Seashore natural resource condition assessment, Maryland, Virginia /",
1114972,(OCoLC)1140644455,0646-R (online),I 29.89:2011/475,2011,https://purl.fdlp.gov/GPO/gpo132243;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/443740,20200214,Shenandoah National Park forest vegetation monitoring protocol /,
1114974,(OCoLC)1140644464,0646-R (online),I 29.89:2011/462,2011,https://purl.fdlp.gov/GPO/gpo132245;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/444121,20200214,Vegetation inventory project: Kaloko-Honokōhau National Historical Park /,
1114977,(OCoLC)1140644913,0646-R (online),I 29.89:2011/461,2011,https://purl.fdlp.gov/GPO/gpo132247;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/552586,20200214,Vegetation inventory project: Pu'uhonua o Hōnaunau National Historical Park /,
1114978,(OCoLC)1140644994,0646-R (online),I 29.89:2011/459,2011,https://purl.fdlp.gov/GPO/gpo132248;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/552583,20200214,Vegetation inventory project: Pu'ukoholā Heiau National Historic Site /,
1114987,(OCoLC)1140646088,0646-R (online),I 29.89:2011/434,2011,https://purl.fdlp.gov/GPO/gpo132249;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/432883,20200214,Vegetation inventory project: Lake Roosevelt National Recreation Area /,
1114988,(OCoLC)1140648564,0646-R (online),I 29.89:2011/450,2011,https://purl.fdlp.gov/GPO/gpo132251;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/576727,20200214,Vegetation inventory project: City of Rocks National Reserve /,
1114994,(OCoLC)1140650774,0646-R (online),I 29.89:2012/519,2012,https://purl.fdlp.gov/GPO/gpo132252;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/564837,20200214,Vegetation inventory project: Big Hole National Battlefield /,
1115003,(OCoLC)1140650874,0646-R (online),I 29.89:2012/531,2012,https://purl.fdlp.gov/GPO/gpo132253;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/564817,20200214,Vegetation inventory project: Nez Perce National Historical Park /,
1115008,(OCoLC)1140650681,0646-R (online),I 29.89:2012/520,2012,https://purl.fdlp.gov/GPO/gpo132260;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/448139,20200214,Vegetation inventory project: Whitman Mission National Historic Site /,
1115013,(OCoLC)1140651914,0646-R (online),I 29.89:2012/568,2012,https://purl.fdlp.gov/GPO/gpo132264;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/468309,20200214,Vegetation inventory project: Great Basin National Park /,
1115041,(OCoLC)1140971051,0431-I-01 (online),EP 1.2:D 99/6,March 1978.,https://purl.fdlp.gov/GPO/gpo132103;Address at time of PURL creationhttp://nepis.epa.gov/Exe/ZyPDF.cgi?Dockey=9100WXXT.PDF,20200218,Investigation of the requested alternate dynamometer power absorption for the Ford Mercury Marquis /,
